puzzleID, algorithm, difficulty, timeElapsed, guessCount
1822, 0 - with algorithms, 4, 3656.222000, 231
1823, 0 - with algorithms, 4, 530.245000, 56
1824, 0 - with algorithms, 4, 1691.625000, 86
1825, 0 - with algorithms, 4, 609.684000, 57
1826, 0 - with algorithms, 4, 1551.562000, 97
1827, 0 - with algorithms, 4, 383.880000, 54
1828, 0 - with algorithms, 4, 1194.712000, 98
1829, 0 - with algorithms, 4, 3108.544000, 223
1830, 0 - with algorithms, 4, 351.620000, 54
1831, 0 - with algorithms, 4, 1259.204000, 95
1832, 0 - with algorithms, 4, 1525.864000, 55
1833, 0 - with algorithms, 4, 346.050000, 53
1834, 0 - with algorithms, 4, 1024.132000, 94
1835, 0 - with algorithms, 4, 555.433000, 54
1836, 0 - with algorithms, 4, 589.176000, 54
1837, 0 - with algorithms, 4, 402.045000, 55
1838, 0 - with algorithms, 4, 486.553000, 53
1839, 0 - with algorithms, 4, 406.152000, 52
1840, 0 - with algorithms, 4, 523.032000, 55
1841, 0 - with algorithms, 4, 996.190000, 58
1842, 0 - with algorithms, 4, 586.250000, 57
1843, 0 - with algorithms, 4, 1068.105000, 79
1844, 0 - with algorithms, 4, 484.530000, 55
1845, 0 - with algorithms, 4, 723.268000, 57
1846, 0 - with algorithms, 4, 360.236000, 52
1847, 0 - with algorithms, 4, 418.165000, 52
1848, 0 - with algorithms, 4, 535.284000, 55
1849, 0 - with algorithms, 4, 614.934000, 53
1850, 0 - with algorithms, 4, 363.823000, 55
1851, 0 - with algorithms, 4, 659.999000, 58
1852, 0 - with algorithms, 4, 1037.727000, 56
1853, 0 - with algorithms, 4, 849.354000, 78
1854, 0 - with algorithms, 4, 1057.545000, 88
1855, 0 - with algorithms, 4, 608.382000, 56
1856, 0 - with algorithms, 4, 712.016000, 56
1857, 0 - with algorithms, 4, 759.736000, 55
1858, 0 - with algorithms, 4, 1540.010000, 103
1859, 0 - with algorithms, 4, 461.737000, 56
1860, 0 - with algorithms, 4, 808.287000, 54
1861, 0 - with algorithms, 4, 1071.371000, 82
1862, 0 - with algorithms, 4, 1466.302000, 137
1863, 0 - with algorithms, 4, 620.254000, 55
1864, 0 - with algorithms, 4, 625.384000, 54
1865, 0 - with algorithms, 4, 1512.308000, 120
1866, 0 - with algorithms, 4, 524.945000, 58
1867, 0 - with algorithms, 4, 1095.896000, 95
1868, 0 - with algorithms, 4, 428.485000, 55
1869, 0 - with algorithms, 4, 477.637000, 54
1870, 0 - with algorithms, 4, 1257.580000, 57
1871, 0 - with algorithms, 4, 342.743000, 53
1872, 0 - with algorithms, 4, 623.029000, 56
1873, 0 - with algorithms, 4, 635.012000, 56
1874, 0 - with algorithms, 4, 581.762000, 56
1875, 0 - with algorithms, 4, 1992.740000, 148
1876, 0 - with algorithms, 4, 631.055000, 56
1877, 0 - with algorithms, 4, 1127.405000, 57
1878, 0 - with algorithms, 4, 469.701000, 57
1879, 0 - with algorithms, 4, 341.420000, 56
1880, 0 - with algorithms, 4, 590.578000, 55
1881, 0 - with algorithms, 4, 462.058000, 56
1882, 0 - with algorithms, 4, 501.872000, 57
1883, 0 - with algorithms, 4, 519.095000, 56
1884, 0 - with algorithms, 4, 366.859000, 58
1885, 0 - with algorithms, 4, 1446.645000, 86
1886, 0 - with algorithms, 4, 540.755000, 55
1887, 0 - with algorithms, 4, 1278.920000, 54
1888, 0 - with algorithms, 4, 425.339000, 56
1889, 0 - with algorithms, 4, 436.769000, 54
1890, 0 - with algorithms, 4, 399.319000, 56
1891, 0 - with algorithms, 4, 2283.856000, 148
1892, 0 - with algorithms, 4, 387.367000, 54
1893, 0 - with algorithms, 4, 2846.953000, 169
1894, 0 - with algorithms, 4, 1929.963000, 162
1895, 0 - with algorithms, 4, 1011.248000, 55
1896, 0 - with algorithms, 4, 502.062000, 57
1897, 0 - with algorithms, 4, 552.537000, 54
1898, 0 - with algorithms, 4, 432.211000, 57
1899, 0 - with algorithms, 4, 598.002000, 56
1900, 0 - with algorithms, 4, 960.653000, 55
1901, 0 - with algorithms, 4, 722.145000, 82
1902, 0 - with algorithms, 4, 476.184000, 53
1903, 0 - with algorithms, 4, 580.961000, 53
1904, 0 - with algorithms, 4, 2505.812000, 103
1905, 0 - with algorithms, 4, 1659.795000, 74
1906, 0 - with algorithms, 4, 571.803000, 58
1907, 0 - with algorithms, 4, 518.463000, 57
1908, 0 - with algorithms, 4, 771.578000, 56
1909, 0 - with algorithms, 4, 621.957000, 58
1910, 0 - with algorithms, 4, 520.256000, 54
1911, 0 - with algorithms, 4, 3644.500000, 264
1912, 0 - with algorithms, 4, 461.906000, 53
1913, 0 - with algorithms, 4, 412.695000, 53
1914, 0 - with algorithms, 4, 820.199000, 57
1915, 0 - with algorithms, 4, 532.839000, 56
1916, 0 - with algorithms, 4, 511.671000, 56
1917, 0 - with algorithms, 4, 588.956000, 55
1918, 0 - with algorithms, 4, 424.286000, 55
1919, 0 - with algorithms, 4, 675.728000, 55
1920, 0 - with algorithms, 4, 510.548000, 56
1921, 0 - with algorithms, 4, 373.301000, 53
1922, 0 - with algorithms, 4, 465.473000, 55
1923, 0 - with algorithms, 4, 444.514000, 55
1924, 0 - with algorithms, 4, 848.392000, 57
1925, 0 - with algorithms, 4, 344.246000, 54
1926, 0 - with algorithms, 4, 372.920000, 55
1927, 0 - with algorithms, 4, 587.512000, 53
1928, 0 - with algorithms, 4, 488.176000, 53
1929, 0 - with algorithms, 4, 979.218000, 57
1930, 0 - with algorithms, 4, 301.305000, 54
1931, 0 - with algorithms, 4, 844.505000, 89
1932, 0 - with algorithms, 4, 2057.341000, 137
1933, 0 - with algorithms, 4, 427.573000, 54
1934, 0 - with algorithms, 4, 463.660000, 56
1935, 0 - with algorithms, 4, 386.445000, 53
1936, 0 - with algorithms, 4, 537.449000, 54
1937, 0 - with algorithms, 4, 622.749000, 55
1938, 0 - with algorithms, 4, 466.024000, 52
1939, 0 - with algorithms, 4, 1801.451000, 152
1940, 0 - with algorithms, 4, 436.530000, 55
1941, 0 - with algorithms, 4, 445.186000, 52
1942, 0 - with algorithms, 4, 2057.231000, 203
1943, 0 - with algorithms, 4, 576.833000, 58
1944, 0 - with algorithms, 4, 1280.563000, 54
1945, 0 - with algorithms, 4, 1204.360000, 55
1946, 0 - with algorithms, 4, 455.104000, 54
1947, 0 - with algorithms, 4, 449.082000, 57
1948, 0 - with algorithms, 4, 399.470000, 54
1949, 0 - with algorithms, 4, 2033.897000, 117
1950, 0 - with algorithms, 4, 1688.920000, 117
1951, 0 - with algorithms, 4, 380.694000, 53
1952, 0 - with algorithms, 4, 519.566000, 54
1953, 0 - with algorithms, 4, 2212.532000, 157
1954, 0 - with algorithms, 4, 777.930000, 55
1955, 0 - with algorithms, 4, 420.449000, 52
1956, 0 - with algorithms, 4, 608.161000, 57
1957, 0 - with algorithms, 4, 410.109000, 53
1958, 0 - with algorithms, 4, 779.984000, 52
1959, 0 - with algorithms, 4, 348.234000, 55
1960, 0 - with algorithms, 4, 413.226000, 54
1961, 0 - with algorithms, 4, 520.827000, 54
1962, 0 - with algorithms, 4, 602.010000, 56
1963, 0 - with algorithms, 4, 352.942000, 53
1964, 0 - with algorithms, 4, 319.520000, 54
1965, 0 - with algorithms, 4, 513.954000, 54
1966, 0 - with algorithms, 4, 456.216000, 55
1967, 0 - with algorithms, 4, 543.249000, 56
1968, 0 - with algorithms, 4, 439.615000, 55
1969, 0 - with algorithms, 4, 325.852000, 51
1970, 0 - with algorithms, 4, 3378.450000, 257
1971, 0 - with algorithms, 4, 914.537000, 75
1972, 0 - with algorithms, 4, 629.341000, 55
1973, 0 - with algorithms, 4, 722.295000, 56
1974, 0 - with algorithms, 4, 678.784000, 57
1975, 0 - with algorithms, 4, 499.067000, 57
1976, 0 - with algorithms, 4, 401.263000, 54
1977, 0 - with algorithms, 4, 3874.391000, 310
1978, 0 - with algorithms, 4, 550.913000, 51
1979, 0 - with algorithms, 4, 707.809000, 54
1980, 0 - with algorithms, 4, 1110.193000, 71
1981, 0 - with algorithms, 4, 1593.440000, 149
1982, 0 - with algorithms, 4, 2501.594000, 150
1983, 0 - with algorithms, 4, 445.406000, 56
1984, 0 - with algorithms, 4, 1013.452000, 87
1985, 0 - with algorithms, 4, 1761.416000, 143
1986, 0 - with algorithms, 4, 668.124000, 53
1987, 0 - with algorithms, 4, 390.754000, 53
1988, 0 - with algorithms, 4, 1220.791000, 58
1989, 0 - with algorithms, 4, 919.015000, 82
1990, 0 - with algorithms, 4, 417.534000, 53
1991, 0 - with algorithms, 4, 703.089000, 56
1992, 0 - with algorithms, 4, 415.851000, 54
1993, 0 - with algorithms, 4, 2462.011000, 179
1994, 0 - with algorithms, 4, 1898.604000, 144
1995, 0 - with algorithms, 4, 1728.554000, 108
1996, 0 - with algorithms, 4, 777.198000, 57
1997, 0 - with algorithms, 4, 997.222000, 96
1998, 0 - with algorithms, 4, 628.088000, 55
1999, 0 - with algorithms, 4, 402.605000, 53
2000, 0 - with algorithms, 4, 611.558000, 54
2001, 0 - with algorithms, 4, 1274.111000, 56
2002, 0 - with algorithms, 4, 360.747000, 57
2003, 0 - with algorithms, 4, 459.964000, 58
2004, 0 - with algorithms, 4, 1541.112000, 128
2005, 0 - with algorithms, 4, 345.448000, 52
2006, 0 - with algorithms, 4, 620.024000, 57
2007, 0 - with algorithms, 4, 846.669000, 104
2008, 0 - with algorithms, 4, 604.535000, 54
2009, 0 - with algorithms, 4, 1455.952000, 122
2010, 0 - with algorithms, 4, 487.155000, 55
2011, 0 - with algorithms, 4, 415.550000, 54
2012, 0 - with algorithms, 4, 779.443000, 56
2013, 0 - with algorithms, 4, 319.159000, 56
2014, 0 - with algorithms, 4, 449.093000, 54
2015, 0 - with algorithms, 4, 636.304000, 55
2016, 0 - with algorithms, 4, 753.094000, 53
2017, 0 - with algorithms, 4, 1504.323000, 108
2018, 0 - with algorithms, 4, 425.509000, 55
2019, 0 - with algorithms, 4, 602.721000, 55
2020, 0 - with algorithms, 4, 1650.538000, 135
2021, 0 - with algorithms, 4, 1690.302000, 126
2022, 0 - with algorithms, 4, 621.066000, 54
2023, 0 - with algorithms, 4, 370.134000, 54
2024, 0 - with algorithms, 4, 544.331000, 55
2025, 0 - with algorithms, 4, 472.326000, 52
2026, 0 - with algorithms, 4, 914.357000, 85
2027, 0 - with algorithms, 4, 526.599000, 51
2028, 0 - with algorithms, 4, 627.989000, 54
2029, 0 - with algorithms, 4, 438.503000, 55
2030, 0 - with algorithms, 4, 2123.696000, 79
2031, 0 - with algorithms, 4, 655.951000, 54
2032, 0 - with algorithms, 4, 475.453000, 54
2033, 0 - with algorithms, 4, 468.319000, 56
2034, 0 - with algorithms, 4, 364.444000, 54
2035, 0 - with algorithms, 4, 405.732000, 56
2036, 0 - with algorithms, 4, 1250.977000, 56
2037, 0 - with algorithms, 4, 440.677000, 55
2038, 0 - with algorithms, 4, 990.318000, 100
2039, 0 - with algorithms, 4, 1560.659000, 116
2040, 0 - with algorithms, 4, 1010.707000, 55
2041, 0 - with algorithms, 4, 2440.921000, 155
2042, 0 - with algorithms, 4, 366.798000, 54
2043, 0 - with algorithms, 4, 410.962000, 55
2044, 0 - with algorithms, 4, 2035.650000, 93
2045, 0 - with algorithms, 4, 691.939000, 56
2046, 0 - with algorithms, 4, 502.393000, 55
2047, 0 - with algorithms, 4, 779.263000, 56
2048, 0 - with algorithms, 4, 538.611000, 56
2049, 0 - with algorithms, 4, 459.062000, 54
2050, 0 - with algorithms, 4, 4535.092000, 237
2051, 0 - with algorithms, 4, 423.896000, 55
2052, 0 - with algorithms, 4, 516.319000, 54
2053, 0 - with algorithms, 4, 793.980000, 55
2054, 0 - with algorithms, 4, 730.541000, 51
2055, 0 - with algorithms, 4, 437.080000, 54
2056, 0 - with algorithms, 4, 2412.197000, 179
2057, 0 - with algorithms, 4, 536.627000, 55
2058, 0 - with algorithms, 4, 494.898000, 54
2059, 0 - with algorithms, 4, 404.178000, 54
2060, 0 - with algorithms, 4, 568.958000, 56
2061, 0 - with algorithms, 4, 509.366000, 56
2062, 0 - with algorithms, 4, 597.532000, 53
2063, 0 - with algorithms, 4, 381.746000, 54
2064, 0 - with algorithms, 4, 365.146000, 55
2065, 0 - with algorithms, 4, 606.809000, 55
2066, 0 - with algorithms, 4, 1099.644000, 75
2067, 0 - with algorithms, 4, 564.469000, 55
2068, 0 - with algorithms, 4, 381.255000, 55
2069, 0 - with algorithms, 4, 491.433000, 55
2070, 0 - with algorithms, 4, 568.507000, 55
2071, 0 - with algorithms, 4, 413.206000, 54
2072, 0 - with algorithms, 4, 1506.507000, 131
2073, 0 - with algorithms, 4, 1362.608000, 125
2074, 0 - with algorithms, 4, 512.442000, 54
2075, 0 - with algorithms, 4, 1033.981000, 54
2076, 0 - with algorithms, 4, 3311.595000, 333
2077, 0 - with algorithms, 4, 724.379000, 56
2078, 0 - with algorithms, 4, 408.497000, 53
2079, 0 - with algorithms, 4, 427.453000, 54
2080, 0 - with algorithms, 4, 545.654000, 54
2081, 0 - with algorithms, 4, 396.484000, 54
2082, 0 - with algorithms, 4, 391.955000, 53
2083, 0 - with algorithms, 4, 1186.266000, 90
2084, 0 - with algorithms, 4, 561.724000, 56
2085, 0 - with algorithms, 4, 434.635000, 54
2086, 0 - with algorithms, 4, 377.559000, 53
2087, 0 - with algorithms, 4, 498.225000, 55
2088, 0 - with algorithms, 4, 522.971000, 57
2089, 0 - with algorithms, 4, 1143.416000, 58
2090, 0 - with algorithms, 4, 357.070000, 54
2091, 0 - with algorithms, 4, 524.594000, 52
2092, 0 - with algorithms, 4, 1161.680000, 86
2093, 0 - with algorithms, 4, 464.632000, 57
2094, 0 - with algorithms, 4, 629.421000, 54
2095, 0 - with algorithms, 4, 368.301000, 54
2096, 0 - with algorithms, 4, 549.111000, 57
2097, 0 - with algorithms, 4, 1141.442000, 55
2098, 0 - with algorithms, 4, 521.599000, 56
2099, 0 - with algorithms, 4, 2765.441000, 182
2100, 0 - with algorithms, 4, 6189.145000, 297
2101, 0 - with algorithms, 4, 426.831000, 54
2102, 0 - with algorithms, 4, 747.653000, 54
2103, 0 - with algorithms, 4, 421.300000, 53
2104, 0 - with algorithms, 4, 2120.410000, 94
2105, 0 - with algorithms, 4, 1053.497000, 82
2106, 0 - with algorithms, 4, 508.514000, 57
2107, 0 - with algorithms, 4, 475.412000, 58
2108, 0 - with algorithms, 4, 821.592000, 80
2109, 0 - with algorithms, 4, 1983.242000, 146
2110, 0 - with algorithms, 4, 964.300000, 56
2111, 0 - with algorithms, 4, 446.598000, 54
2112, 0 - with algorithms, 4, 414.989000, 53
2113, 0 - with algorithms, 4, 1134.259000, 110
2114, 0 - with algorithms, 4, 542.918000, 56
2115, 0 - with algorithms, 4, 590.718000, 56
2116, 0 - with algorithms, 4, 999.726000, 78
2117, 0 - with algorithms, 4, 413.907000, 56
2118, 0 - with algorithms, 4, 454.183000, 54
2119, 0 - with algorithms, 4, 1351.827000, 57
2120, 0 - with algorithms, 4, 607.029000, 55
2121, 0 - with algorithms, 4, 801.815000, 55
2122, 0 - with algorithms, 4, 466.335000, 56
2123, 0 - with algorithms, 4, 658.637000, 57
2124, 0 - with algorithms, 4, 796.114000, 54
2125, 0 - with algorithms, 4, 1099.113000, 82
2126, 0 - with algorithms, 4, 1349.913000, 104
2127, 0 - with algorithms, 4, 1724.837000, 132
2128, 0 - with algorithms, 4, 354.164000, 51
2129, 0 - with algorithms, 4, 639.230000, 77
2130, 0 - with algorithms, 4, 385.323000, 56
2131, 0 - with algorithms, 4, 1632.524000, 126
2132, 0 - with algorithms, 4, 1823.803000, 91
2133, 0 - with algorithms, 4, 544.442000, 53
2134, 0 - with algorithms, 4, 592.092000, 53
2135, 0 - with algorithms, 4, 466.245000, 55
2136, 0 - with algorithms, 4, 557.817000, 54
2137, 0 - with algorithms, 4, 492.124000, 53
2138, 0 - with algorithms, 4, 405.551000, 55
2139, 0 - with algorithms, 4, 1203.319000, 98
2140, 0 - with algorithms, 4, 871.346000, 70
2141, 0 - with algorithms, 4, 433.012000, 55
2142, 0 - with algorithms, 4, 603.323000, 55
2143, 0 - with algorithms, 4, 2325.484000, 188
2144, 0 - with algorithms, 4, 419.187000, 56
2145, 0 - with algorithms, 4, 935.585000, 83
2146, 0 - with algorithms, 4, 684.294000, 56
2147, 0 - with algorithms, 4, 445.365000, 54
2148, 0 - with algorithms, 4, 600.557000, 53
2149, 0 - with algorithms, 4, 1515.174000, 101
2150, 0 - with algorithms, 4, 948.741000, 59
2151, 0 - with algorithms, 4, 622.348000, 55
2152, 0 - with algorithms, 4, 439.255000, 55
2153, 0 - with algorithms, 4, 688.983000, 53
2154, 0 - with algorithms, 4, 519.184000, 54
2155, 0 - with algorithms, 4, 541.256000, 53
2156, 0 - with algorithms, 4, 339.307000, 53
2157, 0 - with algorithms, 4, 455.435000, 55
2158, 0 - with algorithms, 4, 531.798000, 69
2159, 0 - with algorithms, 4, 397.526000, 52
2160, 0 - with algorithms, 4, 773.752000, 74
2161, 0 - with algorithms, 4, 821.412000, 79
2162, 0 - with algorithms, 4, 1530.332000, 97
2163, 0 - with algorithms, 4, 605.236000, 54
2164, 0 - with algorithms, 4, 1772.837000, 154
2165, 0 - with algorithms, 4, 408.948000, 56
2166, 0 - with algorithms, 4, 370.145000, 55
2167, 0 - with algorithms, 4, 458.620000, 55
2168, 0 - with algorithms, 4, 452.780000, 57
2169, 0 - with algorithms, 4, 781.577000, 55
2170, 0 - with algorithms, 4, 987.202000, 84
2171, 0 - with algorithms, 4, 620.554000, 53
2172, 0 - with algorithms, 4, 476.724000, 53
2173, 0 - with algorithms, 4, 636.114000, 56
2174, 0 - with algorithms, 4, 590.779000, 52
2175, 0 - with algorithms, 4, 702.178000, 55
2176, 0 - with algorithms, 4, 1700.391000, 125
2177, 0 - with algorithms, 4, 438.303000, 54
2178, 0 - with algorithms, 4, 590.288000, 56
2179, 0 - with algorithms, 4, 427.322000, 53
2180, 0 - with algorithms, 4, 717.677000, 57
2181, 0 - with algorithms, 4, 513.884000, 56
2182, 0 - with algorithms, 4, 1533.358000, 131
2183, 0 - with algorithms, 4, 466.195000, 52
2184, 0 - with algorithms, 4, 1399.326000, 97
2185, 0 - with algorithms, 4, 437.030000, 53
2186, 0 - with algorithms, 4, 608.522000, 56
2187, 0 - with algorithms, 4, 321.023000, 54
2188, 0 - with algorithms, 4, 390.823000, 55
2189, 0 - with algorithms, 4, 319.830000, 52
2190, 0 - with algorithms, 4, 445.275000, 56
2191, 0 - with algorithms, 4, 426.831000, 54
2192, 0 - with algorithms, 4, 560.101000, 56
2193, 0 - with algorithms, 4, 344.627000, 56
2194, 0 - with algorithms, 4, 521.478000, 56
2195, 0 - with algorithms, 4, 452.369000, 57
2196, 0 - with algorithms, 4, 417.604000, 54
2197, 0 - with algorithms, 4, 1289.140000, 112
2198, 0 - with algorithms, 4, 533.712000, 57
2199, 0 - with algorithms, 4, 756.720000, 56
2200, 0 - with algorithms, 4, 409.559000, 52
2201, 0 - with algorithms, 4, 353.984000, 54
2202, 0 - with algorithms, 4, 412.935000, 54
2203, 0 - with algorithms, 4, 991.921000, 55
2204, 0 - with algorithms, 4, 751.070000, 56
2205, 0 - with algorithms, 4, 4505.767000, 215
2206, 0 - with algorithms, 4, 620.925000, 69
2207, 0 - with algorithms, 4, 400.842000, 58
2208, 0 - with algorithms, 4, 429.385000, 54
2209, 0 - with algorithms, 4, 567.115000, 57
2210, 0 - with algorithms, 4, 454.804000, 55
2211, 0 - with algorithms, 4, 471.816000, 55
2212, 0 - with algorithms, 4, 1155.599000, 80
2213, 0 - with algorithms, 4, 488.227000, 56
2214, 0 - with algorithms, 4, 2144.785000, 193
2215, 0 - with algorithms, 4, 1125.132000, 86
2216, 0 - with algorithms, 4, 412.894000, 55
2217, 0 - with algorithms, 4, 692.550000, 51
2218, 0 - with algorithms, 4, 1099.403000, 53
2219, 0 - with algorithms, 4, 365.596000, 56
2220, 0 - with algorithms, 4, 433.784000, 54
2221, 0 - with algorithms, 4, 1859.179000, 95
2222, 0 - with algorithms, 4, 467.377000, 57
2223, 0 - with algorithms, 4, 751.490000, 56
2224, 0 - with algorithms, 4, 649.750000, 56
2225, 0 - with algorithms, 4, 1124.119000, 55
2226, 0 - with algorithms, 4, 481.003000, 54
2227, 0 - with algorithms, 4, 540.714000, 57
2228, 0 - with algorithms, 4, 1300.391000, 137
2229, 0 - with algorithms, 4, 506.441000, 55
2230, 0 - with algorithms, 4, 1585.646000, 104
2231, 0 - with algorithms, 4, 2817.508000, 219
2232, 0 - with algorithms, 4, 785.424000, 86
2233, 0 - with algorithms, 4, 400.913000, 55
2234, 0 - with algorithms, 4, 698.631000, 56
2235, 0 - with algorithms, 4, 651.923000, 56
2236, 0 - with algorithms, 4, 428.845000, 53
2237, 0 - with algorithms, 4, 1353.741000, 87
2238, 0 - with algorithms, 4, 341.631000, 51
2239, 0 - with algorithms, 4, 443.192000, 52
2240, 0 - with algorithms, 4, 1065.951000, 84
2241, 0 - with algorithms, 4, 1424.914000, 102
2242, 0 - with algorithms, 4, 474.440000, 56
2243, 0 - with algorithms, 4, 656.582000, 56
2244, 0 - with algorithms, 4, 445.196000, 57
2245, 0 - with algorithms, 4, 696.487000, 55
2246, 0 - with algorithms, 4, 520.156000, 56
2247, 0 - with algorithms, 4, 458.060000, 56
2248, 0 - with algorithms, 4, 465.183000, 54
2249, 0 - with algorithms, 4, 508.634000, 55
2250, 0 - with algorithms, 4, 468.830000, 56
2251, 0 - with algorithms, 4, 1036.025000, 80
2252, 0 - with algorithms, 4, 459.782000, 56
2253, 0 - with algorithms, 4, 535.745000, 54
2254, 0 - with algorithms, 4, 1002.361000, 86
2255, 0 - with algorithms, 4, 700.145000, 55
2256, 0 - with algorithms, 4, 1212.085000, 86
2257, 0 - with algorithms, 4, 415.600000, 55
2258, 0 - with algorithms, 4, 1482.312000, 57
2259, 0 - with algorithms, 4, 636.515000, 56
2260, 0 - with algorithms, 4, 1335.186000, 56
2261, 0 - with algorithms, 4, 972.976000, 56
2262, 0 - with algorithms, 4, 662.674000, 54
2263, 0 - with algorithms, 4, 702.759000, 57
2264, 0 - with algorithms, 4, 1077.742000, 121
2265, 0 - with algorithms, 4, 3526.157000, 243
2266, 0 - with algorithms, 4, 459.903000, 51
2267, 0 - with algorithms, 4, 572.564000, 55
2268, 0 - with algorithms, 4, 820.219000, 97
2269, 0 - with algorithms, 4, 378.610000, 53
2270, 0 - with algorithms, 4, 451.898000, 51
2271, 0 - with algorithms, 4, 475.543000, 55
2272, 0 - with algorithms, 4, 672.793000, 55
2273, 0 - with algorithms, 4, 667.092000, 55
2274, 0 - with algorithms, 4, 1049.459000, 54
2275, 0 - with algorithms, 4, 774.273000, 77
2276, 0 - with algorithms, 4, 462.738000, 56
2277, 0 - with algorithms, 4, 2097.507000, 224
2278, 0 - with algorithms, 4, 933.502000, 57
2279, 0 - with algorithms, 4, 1296.985000, 52
2280, 0 - with algorithms, 4, 1252.270000, 86
2281, 0 - with algorithms, 4, 399.059000, 57
2282, 0 - with algorithms, 4, 514.666000, 56
2283, 0 - with algorithms, 4, 789.071000, 54
2284, 0 - with algorithms, 4, 702.318000, 55
2285, 0 - with algorithms, 4, 608.372000, 55
2286, 0 - with algorithms, 4, 435.266000, 55
2287, 0 - with algorithms, 4, 525.106000, 56
2288, 0 - with algorithms, 4, 1330.547000, 82
2289, 0 - with algorithms, 4, 1169.815000, 87
2290, 0 - with algorithms, 4, 477.576000, 53
2291, 0 - with algorithms, 4, 2144.955000, 107
2292, 0 - with algorithms, 4, 442.501000, 55
2293, 0 - with algorithms, 4, 601.188000, 56
2294, 0 - with algorithms, 4, 1528.819000, 112
2295, 0 - with algorithms, 4, 733.687000, 83
2296, 0 - with algorithms, 4, 1276.515000, 109
2297, 0 - with algorithms, 4, 446.989000, 56
2298, 0 - with algorithms, 4, 1490.066000, 84
2299, 0 - with algorithms, 4, 762.601000, 54
2300, 0 - with algorithms, 4, 1429.803000, 74
2301, 0 - with algorithms, 4, 478.698000, 54
2302, 0 - with algorithms, 4, 466.886000, 54
2303, 0 - with algorithms, 4, 440.236000, 54
2304, 0 - with algorithms, 4, 403.898000, 54
2305, 0 - with algorithms, 4, 428.774000, 52
2306, 0 - with algorithms, 4, 344.897000, 53
2307, 0 - with algorithms, 4, 394.520000, 54
2308, 0 - with algorithms, 4, 672.091000, 54
2309, 0 - with algorithms, 4, 601.579000, 55
2310, 0 - with algorithms, 4, 538.711000, 56
2311, 0 - with algorithms, 4, 1778.178000, 97
2312, 0 - with algorithms, 4, 347.111000, 55
2313, 0 - with algorithms, 4, 463.090000, 54
2314, 0 - with algorithms, 4, 384.391000, 54
2315, 0 - with algorithms, 4, 936.688000, 53
2316, 0 - with algorithms, 4, 588.885000, 55
2317, 0 - with algorithms, 4, 582.603000, 56
2318, 0 - with algorithms, 4, 480.061000, 56
2319, 0 - with algorithms, 4, 490.701000, 52
2320, 0 - with algorithms, 4, 554.380000, 55
2321, 0 - with algorithms, 4, 1487.282000, 80
2322, 0 - with algorithms, 4, 2592.205000, 138
2323, 0 - with algorithms, 4, 724.109000, 51
2324, 0 - with algorithms, 4, 367.690000, 55
2325, 0 - with algorithms, 4, 634.491000, 56
2326, 0 - with algorithms, 4, 662.093000, 56
2327, 0 - with algorithms, 4, 372.639000, 52
2328, 0 - with algorithms, 4, 798.028000, 54
2329, 0 - with algorithms, 4, 516.890000, 55
2330, 0 - with algorithms, 4, 415.861000, 54
2331, 0 - with algorithms, 4, 823.415000, 83
2332, 0 - with algorithms, 4, 665.288000, 56
2333, 0 - with algorithms, 4, 714.020000, 55
2334, 0 - with algorithms, 4, 779.012000, 57
2335, 0 - with algorithms, 4, 1988.542000, 55
2336, 0 - with algorithms, 4, 2086.466000, 141
2337, 0 - with algorithms, 4, 481.694000, 55
2338, 0 - with algorithms, 4, 401.133000, 54
2339, 0 - with algorithms, 4, 1177.159000, 92
2340, 0 - with algorithms, 4, 564.490000, 57
2341, 0 - with algorithms, 4, 676.880000, 55
2342, 0 - with algorithms, 4, 368.602000, 54
2343, 0 - with algorithms, 4, 604.725000, 58
2344, 0 - with algorithms, 4, 327.304000, 52
2345, 0 - with algorithms, 4, 536.837000, 54
2346, 0 - with algorithms, 4, 692.410000, 58
2347, 0 - with algorithms, 4, 3357.221000, 250
2348, 0 - with algorithms, 4, 456.096000, 56
2349, 0 - with algorithms, 4, 437.281000, 58
2350, 0 - with algorithms, 4, 386.285000, 57
2351, 0 - with algorithms, 4, 385.404000, 54
2352, 0 - with algorithms, 4, 866.516000, 79
2353, 0 - with algorithms, 4, 492.815000, 54
2354, 0 - with algorithms, 4, 1181.858000, 87
2355, 0 - with algorithms, 4, 491.403000, 54
2356, 0 - with algorithms, 4, 614.042000, 72
2357, 0 - with algorithms, 4, 828.424000, 73
2358, 0 - with algorithms, 4, 388.228000, 56
2359, 0 - with algorithms, 4, 543.339000, 57
2360, 0 - with algorithms, 4, 1422.860000, 119
2361, 0 - with algorithms, 4, 566.142000, 57
2362, 0 - with algorithms, 4, 473.027000, 54
2363, 0 - with algorithms, 4, 673.624000, 54
2364, 0 - with algorithms, 4, 418.626000, 50
2365, 0 - with algorithms, 4, 532.609000, 55
2366, 0 - with algorithms, 4, 548.770000, 54
2367, 0 - with algorithms, 4, 415.069000, 54
2368, 0 - with algorithms, 4, 475.883000, 54
2369, 0 - with algorithms, 4, 584.837000, 53
2370, 0 - with algorithms, 4, 335.750000, 56
2371, 0 - with algorithms, 4, 386.124000, 52
2372, 0 - with algorithms, 4, 568.006000, 54
2373, 0 - with algorithms, 4, 710.944000, 54
2374, 0 - with algorithms, 4, 511.941000, 54
